Class,Email_Bounce,Phone_Bounce,Address_Match_Flag,Newsletter_Flag,Card_Validity,Order_Value,Order_Amount,Item_Number_01,Billing_Address_Check,Shipping_Address_Check,Bank_Account_Check,Card_Check,Cookie_Check,IP_Check,Billing_Postal_Check,Billing_City_Check,Billing_Postal_City_Match,Shipping_Postal_Check,Shipping_City_Check,Shipping_Postal_City_Match,Session_Time,New_Customer,Previous_Order_Amount,Previous_Order_Value,Ordered_hours,Age,Payment_Method_credit_card,Payment_Method_debit_card,Payment_Method_debit_note,Order_Weekday_Monday,Order_Weekday_Saturday,Order_Weekday_Sunday,Order_Weekday_Thursday,Order_Weekday_Tuesday,Order_Weekday_Wednesday
0,0,0,0,0,6.2005,9.8,1,201373,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,9.483333333333333,59,1,0,0,0,0,0,0,1,0
0,1,0,0,0,6.2007,98.5,2,407610,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,59.07,14.4,50,0,0,1,0,0,1,0,0,0
0,1,0,1,0,5.2006,64.5,1,107317,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,19.083333333333332,53,0,0,0,1,0,0,0,0,0
0,0,0,0,0,3.2005,31.9,1,105580,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,11.09,9.283333333333333,52,1,0,0,0,1,0,0,0,0
0,1,0,1,0,2.2006,23.5,1,500124,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,32.57,4.533333333333333,54,0,0,1,0,0,1,0,0,0
0,1,0,1,0,4.2005,21.2,2,408126,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0.0,11.3,51,1,0,0,0,0,0,0,0,1
0,1,0,1,0,5.2005,67.0,2,500124,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,15.3,72,0,0,0,0,0,0,0,0,1
0,1,0,1,0,11.2005,17.5,1,102448,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,143.24,9.383333333333333,50,0,0,0,0,0,0,1,0,0
0,1,0,1,0,4.2006,46.5,1,206520,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0.0,18.35,44,0,0,0,0,0,0,1,0,0
0,1,0,1,0,5.2006,107.5,3,603639,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,20.75,6.666666666666667,50,1,0,0,0,0,0,0,0,1
0,1,1,1,0,4.2006,81.5,2,404921,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,22.15,49,0,0,0,0,0,0,0,1,0
0,0,0,1,0,3.2005,60.5,2,204765,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,16.1,41,0,0,0,0,0,0,0,0,1
0,1,0,1,0,2.2007,52.0,1,104522,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6.48,3.7333333333333334,49,0,0,1,0,1,0,0,0,0
0,1,1,0,0,3.2006,79.2,2,502089,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,12.47,10.783333333333333,43,1,0,0,0,0,0,1,0,0
0,1,0,1,0,2.2006,9.99,1,300214,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,104.08,3.533333333333333,80,0,0,0,0,0,0,0,0,0
0,1,0,1,0,5.2005,5.2,1,406160,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.0,16.466666666666665,38,0,0,0,0,0,0,1,0,0
0,1,0,1,0,5.2006,75.6,2,406685,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,16.96,2.7333333333333334,48,1,0,0,0,0,1,0,0,0
0,1,1,1,0,9.2006,54.5,1,104258,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,2.4833333333333334,58,0,0,0,0,0,1,0,0,0
0,0,0,1,0,12.2005,18.5,1,108777,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,0.0,3.95,38,0,0,0,0,0,0,0,0,1
0,1,0,0,0,8.2007,39.5,1,306284,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,32.89,18.6,41,1,0,0,0,0,0,0,0,1
1,0,0,0,0,10.2006,28.8,2,508889,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.0,11.466666666666667,58,1,0,0,0,0,0,0,0,1
0,1,0,1,0,2.2005,32.8,1,409736,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,58.44,21.9,51,0,0,0,0,0,1,0,0,0
0,1,0,1,0,9.2007,17.99,1,302089,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,34.46,10.166666666666666,39,0,0,0,0,0,1,0,0,0
0,1,1,1,0,2.2007,23.5,1,204242,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0.0,12.916666666666666,41,0,0,0,0,0,0,0,1,0
0,1,0,0,0,2.2006,29.5,1,403136,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,22.45,50,1,0,0,1,0,0,0,0,0
0,0,0,1,0,7.2007,17.5,1,400124,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.0,13.533333333333333,39,0,0,0,0,0,1,0,0,0
0,0,0,1,0,2.2007,17.8,1,509006,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,58.66,6.1,38,0,0,0,0,0,1,0,0,0
0,1,0,1,0,10.2005,10.8,1,202496,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,9.36,13.333333333333334,51,1,0,0,1,0,0,0,0,0
0,1,0,0,1,7.2005,62.0,1,102133,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,18.2,12.933333333333334,46,1,0,0,0,1,0,0,0,0
0,0,0,0,0,10.2006,39.5,1,309121,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,54.85,13.233333333333333,60,0,0,1,0,1,0,0,0,0
0,1,1,1,1,10.2006,73.0,2,205431,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,23.183333333333334,71,0,0,0,0,0,0,0,0,1
0,1,0,1,0,11.2006,19.99,1,202677,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,15.366666666666667,53,0,0,0,1,0,0,0,0,0
0,1,0,1,0,8.2005,23.4,2,208609,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,21.933333333333334,58,0,0,0,0,0,0,0,0,1
0,1,1,1,1,9.2005,9.99,1,102090,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,7.25,51,0,0,0,1,0,0,0,0,0
0,1,0,0,0,7.2005,115.3,3,401856,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,77.37,5.4,51,0,1,0,1,0,0,0,0,0
0,0,0,1,0,3.2007,32.8,1,507046,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,142.52,6.5,60,0,0,0,0,0,0,1,0,0
0,1,0,1,0,7.2006,68.4,1,104765,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,32.34,10.216666666666667,54,0,0,0,0,0,0,0,0,1
0,1,0,1,0,9.2005,22.5,2,400767,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,23.666666666666668,62,0,0,0,0,0,0,1,0,0
0,0,0,1,0,9.2007,19.99,1,201402,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0.0,0.25,48,0,0,0,0,0,0,0,1,0
1,1,0,0,0,8.2005,115.5,2,407344,1,0,0,0,0,0,0,0,0,0,0,0,11,0,1,18.99,9.15,59,1,0,0,0,1,0,0,0,0
0,1,0,0,0,9.2005,120.1,3,303136,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,10.47,22.633333333333333,63,0,0,1,0,1,0,0,0,0
0,1,1,0,0,8.2007,68.4,1,205958,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.0,9.3,44,1,0,0,0,0,0,1,0,0
0,1,1,0,0,10.2006,19.99,1,206858,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,39.74,0.2,50,1,0,0,0,0,0,0,0,0
0,1,0,1,0,1.2007,41.0,1,407022,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,17.516666666666666,47,0,0,0,0,0,0,1,0,0
0,1,1,1,0,5.2005,29.99,1,405284,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.0,7.666666666666667,38,0,0,0,0,0,0,0,0,0
0,1,0,1,0,12.2007,53.6,2,202469,0,0,0,0,0,0,0,0,0,0,1,0,17,0,1,7.17,17.183333333333334,51,1,0,0,0,0,0,1,0,0
0,0,0,1,0,10.2006,90.5,3,404645,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,78.6,20.0,51,0,0,0,0,0,0,1,0,0
0,1,0,0,0,2.2005,46.5,1,400822,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,19.233333333333334,64,0,0,1,0,0,0,0,1,0
0,0,0,0,0,2.2006,54.5,1,407416,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0.0,13.666666666666666,54,0,0,1,0,0,0,0,1,0
0,1,0,0,0,12.2007,14.5,1,306398,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,17.166666666666668,53,0,0,1,0,1,0,0,0,0
0,1,0,0,0,2.2005,53.49,2,100214,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,1.5333333333333332,51,1,0,0,0,0,1,0,0,0
0,1,0,0,0,7.2007,32.8,1,409470,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.0,11.766666666666667,69,1,0,0,0,1,0,0,0,0
0,1,0,1,0,6.2005,17.8,1,402243,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,83.83,12.716666666666667,61,0,0,0,0,0,0,0,0,0
0,1,1,1,0,2.2005,18.0,1,104921,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,3.283333333333333,51,0,0,0,0,0,0,0,0,1
1,1,0,0,0,7.2007,42.7,2,502845,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0.0,22.75,39,1,0,0,0,1,0,0,0,0
0,1,0,1,0,12.2005,10.8,1,203136,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,18.85,49,0,0,0,0,1,0,0,0,0
0,1,1,1,0,8.2005,26.0,1,409183,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,17.33,2.066666666666667,44,0,0,0,0,0,0,0,0,0
0,1,1,1,0,5.2005,55.75,2,409736,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,12.77,11.4,51,0,0,0,0,1,0,0,0,0
0,0,1,1,0,11.2005,10.8,1,406310,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,28.03,8.416666666666666,89,0,0,0,0,1,0,0,0,0
0,1,0,1,0,2.2006,18.0,1,200035,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,153.3,8.433333333333334,46,0,0,0,0,0,0,1,0,0
0,1,0,1,0,3.2006,43.5,1,104159,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0.0,10.45,46,1,0,0,0,0,1,0,0,0
0,1,0,0,0,8.2007,18.2,1,103776,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0.0,23.65,51,1,0,0,0,0,0,0,0,1
0,1,0,0,0,7.2006,19.99,1,409200,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,22.3,44,0,1,0,0,0,0,0,0,0
0,1,0,1,0,1.2006,30.59,2,205338,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,10.016666666666667,58,0,0,0,0,0,0,0,0,1
0,1,1,0,0,1.2005,97.94,4,204341,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,8.05,49,1,0,0,0,0,0,0,0,0
0,1,0,1,1,10.2006,62.0,1,106284,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,80.27,7.9,85,1,0,0,1,0,0,0,0,0
0,1,0,1,0,7.2006,62.0,1,102845,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,253.49,13.083333333333334,51,0,0,0,0,0,0,0,1,0
0,1,0,1,0,3.2005,54.5,1,206774,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,26.6,1.1833333333333333,44,0,0,0,0,0,1,0,0,0
0,1,0,1,0,8.2007,151.3,4,403772,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,18.466666666666665,58,0,0,1,0,0,1,0,0,0
0,1,0,0,0,11.2005,10.8,1,200476,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0.0,20.966666666666665,40,1,0,0,0,0,0,1,0,0
0,1,0,1,0,8.2006,52.0,1,404921,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,34.85,10.6,64,0,0,0,0,0,0,0,0,1
0,1,0,1,0,12.2006,57.8,1,108801,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,7.933333333333334,53,0,0,0,0,1,0,0,0,0
0,1,1,1,0,9.2005,34.5,1,101856,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,76.05,16.283333333333335,53,0,0,0,1,0,0,0,0,0
0,1,0,1,0,7.2005,42.8,1,307317,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,21.35,41,0,0,1,0,0,0,0,1,0
0,1,1,1,0,10.2006,12.6,1,404935,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,14.93,6.366666666666666,47,0,0,0,0,1,0,0,0,0
0,0,0,1,0,9.2005,36.3,2,302496,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.0,14.616666666666667,54,0,0,0,0,1,0,0,0,0
0,1,0,1,0,8.2005,54.5,1,609121,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,63.67,14.1,55,0,0,1,1,0,0,0,0,0
0,0,1,1,0,5.2005,117.75,3,403533,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,43.48,21.983333333333334,52,1,0,0,0,1,0,0,0,0
0,1,0,1,0,12.2005,42.8,1,404269,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,10.7,47,1,0,0,0,0,0,1,0,0
0,0,0,1,0,11.2007,57.8,1,402123,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,41.54,12.0,46,0,0,0,0,0,0,0,0,0
0,1,0,0,0,11.2006,43.5,1,406774,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,12.73,2.9166666666666665,64,1,0,0,0,0,1,0,0,0
1,0,0,0,0,6.2006,48.7,2,109102,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0.0,12.633333333333333,60,0,0,1,0,0,1,0,0,0
1,1,0,0,0,10.2005,60.3,2,407934,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,21.166666666666668,58,1,0,0,0,0,1,0,0,0
0,1,0,0,0,2.2005,68.5,2,503950,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0.0,12.866666666666667,87,1,0,0,0,0,0,0,0,1
0,1,1,1,0,2.2006,17.8,1,504921,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,147.69,22.383333333333333,64,1,0,0,1,0,0,0,0,0
0,0,0,1,0,9.2007,9.99,1,405580,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,8.233333333333333,46,0,0,0,0,0,0,0,1,0
0,1,0,1,0,10.2006,8.5,1,503639,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6.93,0.9666666666666667,62,0,0,0,1,0,0,0,0,0
1,0,0,0,0,4.2006,117.8,3,104935,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.0,4.4,58,1,0,0,0,1,0,0,0,0
0,1,0,0,1,1.2007,17.5,1,506398,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,18.8,45,1,0,0,0,0,0,0,0,1
0,1,0,1,0,5.2005,18.2,1,500578,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,0.4,66,0,0,0,0,0,0,1,0,0
0,1,0,1,0,10.2007,5.2,1,200147,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,232.26,22.533333333333335,57,0,0,0,0,1,0,0,0,0
0,1,0,1,0,4.2005,105.5,3,102496,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,12.25,60,0,0,1,0,1,0,0,0,0
0,1,0,1,0,10.2007,49.5,4,104645,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,327.8,9.283333333333333,40,0,0,0,0,0,1,0,0,0
0,1,0,0,0,6.2007,43.5,1,104159,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.0,18.116666666666667,45,0,0,1,0,1,0,0,0,0
0,1,0,1,0,2.2005,5.2,1,200147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,18.0,63,0,0,0,0,1,0,0,0,0
0,0,0,1,0,2.2007,74.8,2,103950,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0.0,19.833333333333332,41,0,0,0,0,0,1,0,0,0
0,1,0,0,1,3.2005,16.0,1,400767,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,9.9,63,1,0,0,1,0,0,0,0,0
0,1,0,1,0,4.2007,10.8,1,408470,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0.0,13.166666666666666,58,0,0,0,0,0,0,0,0,0
0,1,0,0,0,3.2007,32.8,1,409736,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,79.7,11.8,52,1,0,0,0,0,0,0,0,0
0,1,0,0,0,10.2005,68.4,1,308997,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,39.09,17.05,56,1,0,0,0,0,0,1,0,0
0,0,0,1,0,5.2005,55.4,2,406685,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,17.75,15.2,55,0,0,0,0,0,1,0,0,0
0,1,0,1,0,1.2005,10.8,1,302133,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0.0,3.216666666666667,55,0,0,0,1,0,0,0,0,0
0,1,0,1,0,11.2006,17.8,1,402243,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,7.5,48,0,0,0,0,0,0,0,0,1
0,1,0,0,0,6.2006,9.99,1,406929,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,15.67,0.95,57,0,1,0,0,0,0,0,0,1
0,0,0,1,0,8.2007,17.99,1,206590,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0.0,16.4,58,0,0,0,0,0,1,0,0,0
0,1,1,0,0,4.2007,64.5,1,209006,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,17.92,15.15,41,1,0,0,0,0,0,0,0,0
0,1,0,0,0,1.2007,98.0,3,202133,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0.0,6.483333333333333,70,1,0,0,0,1,0,0,0,0
0,1,0,1,0,1.2007,68.4,1,205284,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0.0,18.283333333333335,49,0,0,0,0,0,1,0,0,0
0,1,0,0,0,12.2007,54.69,3,406859,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,89.1,9.333333333333334,49,1,0,0,0,0,0,0,0,1
0,1,1,1,0,8.2005,16.0,1,402496,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,15.65,44,0,0,1,0,0,0,0,0,1
0,1,1,1,0,1.2006,39.5,1,309121,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,46.77,7.866666666666667,51,0,0,1,0,0,1,0,0,0
0,1,0,1,0,2.2006,19.99,1,402697,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,224.86,12.85,51,0,0,0,1,0,0,0,0,0
0,0,0,1,0,2.2005,8.5,1,408889,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,59.18,16.133333333333333,52,0,0,0,0,1,0,0,0,0
0,1,0,0,1,6.2005,51.0,1,308777,1,0,0,0,0,0,0,0,0,0,0,0,10,0,2,220.92,6.183333333333334,46,0,0,1,0,0,0,0,1,0
0,0,0,1,0,11.2007,5.2,1,204921,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,6.07,22.666666666666668,57,0,0,0,0,1,0,0,0,0
0,0,0,1,0,10.2005,19.99,1,402246,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.0,0.0,54,0,1,0,0,0,1,0,0,0
0,1,0,1,0,11.2007,22.95,1,201511,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,14.53,9.65,53,0,0,0,0,1,0,0,0,0
0,1,0,0,0,4.2007,17.8,1,204792,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,237.01,21.35,49,0,0,1,0,0,0,0,0,1
0,1,0,0,1,12.2007,17.8,1,307699,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,22.55,84,1,0,0,0,0,0,0,1,0
0,1,0,0,0,8.2007,16.0,1,404159,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,233.76,10.7,54,1,0,0,0,0,0,0,0,0
0,1,0,0,0,11.2007,51.0,1,507610,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0.0,11.433333333333334,49,0,0,1,0,0,0,0,0,1
0,1,0,0,0,3.2007,29.99,1,407741,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,13.933333333333334,47,0,1,0,1,0,0,0,0,0
0,1,0,0,0,3.2006,83.8,2,402993,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,15.266666666666667,45,1,0,0,0,0,0,0,1,0
0,1,0,0,0,10.2006,19.99,1,204341,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0.0,22.533333333333335,47,1,0,0,0,0,0,0,0,1
0,1,0,0,0,10.2005,8.5,1,401402,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0.0,19.683333333333334,64,1,0,0,0,0,0,0,1,0
0,0,1,0,0,8.2005,9.99,1,508801,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,86.97,3.15,50,1,0,0,0,0,0,0,0,1
1,1,0,0,0,9.2006,41.0,2,407934,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0.0,16.666666666666668,59,1,0,0,0,0,0,0,0,0
0,1,0,1,0,12.2006,34.5,1,405874,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,11.883333333333333,51,0,0,0,0,0,0,0,0,1
0,1,0,1,1,4.2007,41.0,1,309500,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,68.06,12.016666666666667,62,1,0,0,0,0,1,0,0,0
0,0,1,1,0,2.2006,18.2,1,408143,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,32.95,4.883333333333333,61,1,0,0,0,1,0,0,0,0
0,1,0,0,1,4.2005,12.8,1,405555,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,163.44,13.783333333333333,43,1,0,0,0,1,0,0,0,0
0,1,0,1,0,8.2007,18.0,1,107570,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,25.99,2.5,59,0,0,0,0,0,0,0,0,0
0,1,0,1,1,11.2006,9.8,1,405378,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0.0,0.8,51,0,0,0,0,0,0,1,0,0
0,1,0,0,0,12.2005,17.8,1,203397,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0.0,21.533333333333335,51,1,0,0,0,0,1,0,0,0
0,1,1,1,0,2.2007,31.9,1,409015,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,7.13,10.916666666666666,51,0,0,0,0,1,0,0,0,0
0,0,1,1,0,5.2007,33.5,2,401223,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,12.233333333333333,57,0,0,0,0,0,0,0,0,1
1,0,1,1,0,5.2007,75.3,2,401648,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,32.31,7.55,46,0,0,0,0,0,0,0,1,0
0,1,0,1,0,7.2005,12.8,1,202454,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,35.85,5.35,51,1,0,0,0,1,0,0,0,0
0,1,1,1,0,3.2007,34.5,1,506590,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0.0,9.7,69,1,0,0,0,0,1,0,0,0
0,0,0,0,0,4.2005,68.4,1,408289,1,0,0,0,0,0,0,0,0,0,0,0,9,0,2,21.28,14.05,51,1,0,0,0,0,0,0,0,0
1,1,0,0,1,8.2006,9.8,1,201967,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0.0,15.583333333333334,53,1,0,0,0,0,0,1,0,0
0,1,0,1,0,9.2007,34.5,1,504935,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0.0,18.733333333333334,46,0,0,0,0,0,0,0,0,1
